id,date,tweet
1259271929573314566,2020-05-09 23:59:58+00:00,"Unnamed friend: “I hate wearing a mask because I smell my breath”
 
Me: “So now you understand why you being a close talker is a problem?” 🤔
 
Trying to find the bright spots of #Covid_19"
1259271925685268485,2020-05-09 23:59:57+00:00,"Almost hitting the 2 week mark since my positive covid test and everyone I know that also got infected is doing well ❤️ 
And my cough has gotten better 🌲"
1259271911885824001,2020-05-09 23:59:54+00:00,"No, I don’t want to go to Grandma Pola’s tomorrow if Uncle Carl is gonna be there...I don’t care if he’s healed from COVID-19, I still don’t trust him at all"
1259271909469876224,2020-05-09 23:59:54+00:00,"Covid-19 had changed the world forever and did Donald Trump do anything to prevent this no all we are to him are paychecks well I say this to him and those greedy GOP sons of bitches. ""The ATM is closed"""
1259271896694054912,2020-05-09 23:59:50+00:00,"I only seem to be seeing a handful of tweets?  Can't fucking be?  It like covid, does not make sense?"
1259271872371232768,2020-05-09 23:59:45+00:00,"COVID collab with BIG ONE. 
Hinay hinay lang 2020."
1259271866478243840,2020-05-09 23:59:43+00:00,"I judge a company's leadership by the amount of dialogue around COVID-19 they do with employees.

If you can't speak to your own employees with transparency &amp; trust, please omit 'customer-centricity', 'empathy', 'being like family' from hte the company's 'core principles'"
1259271861797621760,2020-05-09 23:59:42+00:00,"In a private call with former staffers, Obama pulls no punches. In addition to blasting Trump’s failures in response to COVID-19, he called “an absolute chaotic disaster,” Obama tackled cultural shifts surfacing in Trump’s 1st term, as dangerous trends in selfishness, tribalism."
1259271843619450882,2020-05-09 23:59:38+00:00,Bro its deadass snowing outside #Connecticut #SaturdayVibes #snowinmay #Covid_19
1259271841715154945,2020-05-09 23:59:37+00:00,"I spoke to an advice nurse and doctor at 10 this morning and was told to get a Covid test and that Kaiser would call me to arrange an appointment for it. It’s 5 pm oof they hella overloaded and I feel bad, but I wanna call to make sure it happens"
1259271839886565381,2020-05-09 23:59:37+00:00,"Been stressing hella since I missed a week of work to be tested for covid (Negative btw) and I didn’t get my sick pay. My bills were about to be behind. I woke up this morning to almost 1k deposited 🙏🏻 I couldn’t love this company more, pretty sure there’s a bonus in there 🥰😁😁"
1259271837458063362,2020-05-09 23:59:36+00:00,Am I the only one having this feeling that Kogi  is sitting on a powder keg of Covid-19 escalation?
1259271834421219328,2020-05-09 23:59:36+00:00,I'd really like everything to return to normal. I want to have a reuben on a ciabatta roll &amp; a bloody Mary with my girlfriend. I want to go to horse shows. I want to hug people. I want my friends to still be alive &amp; have jobs. But Covid means I have to change &amp; adapt. And I will.
1259271806839447552,2020-05-09 23:59:29+00:00,"#WWG1WGA #Q #Qanon 1)Check this out! H.R. 6666: COVID-19 Testing, Reaching, And Contacting Everyone (TRACE) Act Introduced by Bobby Rush, a Democrat from the State of Illinois. Their plan is to roll this out from a testing standpoint in Ventura County, California."
1259271801810583560,2020-05-09 23:59:28+00:00,"I am ashamed to admit it but now that Covid has hit people I know personally I am scared about reopening now. I know we have to do it but I am fucking scared. I hope it is not as bad as I think it is going to be, but I am legit apprehensive about this......"
1259271777856847873,2020-05-09 23:59:22+00:00,"Once Covid found the UK it must've been rubbing its hands in delight, absolute dreamland"
1259271774748815360,2020-05-09 23:59:21+00:00,"The worst result if Trump gets Covid is if he survives he WILL tell everyone “it was no big deal, it wasn’t bad.”  And his cult base will shed the protections and infect more people."
1259271766519754752,2020-05-09 23:59:19+00:00,"the “coping with anxiety during COVID” source be like:

lol just stop being anxious dude haha just don’t take drugs idiot"
1259271756856152065,2020-05-09 23:59:17+00:00,Frontier really won’t let me get my money back for my flight scheduled next month ...my first and LAST time booking with them ! Who’s flying during the covid right now ??
