id,date,tweet
1302758461948727296,2020-09-06 23:59:56+00:00,"This election cycle when you cast your vote, please vote Blue. This COVID Nightmare must end. And voting out Republicans is the only way to do that. And on the day you cast your vote, please post on which ever social media platform you use, I VOTED BLUE #This1is4Cordell. TY."
1302758444609478656,2020-09-06 23:59:51+00:00,"Fck Covid!
French kiss is the way to go!"
1302758426036977664,2020-09-06 23:59:47+00:00,Monday morning at the local #COVID drive-in testing clinic is very busy.
1302758422199169026,2020-09-06 23:59:46+00:00,"Living with COVID-19...well hoping to live through it, anyway. It’s not great."
1302758404033839104,2020-09-06 23:59:42+00:00,BRO FUCK THIS FAMILY THAT WE JUST VISITED IM WITH MY FAMILY AND WE VISTED THIS OTHER FAM THEY HAVE A KID COVID POSITIVE IN THIER BASEMENT AND THEY DONT TELL US AFTER ENGAGEMENT IS OVER WTF ARE WITH PEOPLE TIME TO GET TESTED
1302758403652153344,2020-09-06 23:59:42+00:00,It’s been 6 months into Covid and I still forget my mask in the car when I go to the store🙄🙄
1302758401303130112,2020-09-06 23:59:41+00:00,Man I got a single COVID check and started staring at the onlyfans link in her bio
1302758386698801154,2020-09-06 23:59:38+00:00,CDC Dr. Redford came out this week and sent a letter to all the governors to prepare to start distribution of COVID-19 vaccine November 1 I have to say if this happens November 1 we knew nothing about this virus January 1 scientifically and Trump gets vaccine 10 months.
1302758376217116678,2020-09-06 23:59:35+00:00,"Sick of these niggas, COVID-19 🗣"
1302758365303463936,2020-09-06 23:59:33+00:00,waiting for my covid test appointment this arvo just thinking about all of the fucking chaos that will happen if I test positive... this sore throat better be fucken tonsillitis I mean I'll settle for oral c*lamydia at this point
1302758316288868352,2020-09-06 23:59:21+00:00,the most arbitrarily specific covid thing for me so far is that I can't remember the last time I touched an elevator button with my finger
1302758293778165762,2020-09-06 23:59:15+00:00,"Weird aspect of games during covid-19: NYCFC appears to have extra assistants who are either over the maximum allowed to sit on the bench, or that are simply up above the press box by choice. Either way, dudes running a long way with laptops"
1302758289474760704,2020-09-06 23:59:14+00:00,"Kids can’t go to school yet because COVID rates are too high in Chicago. 

Remember that as you think about if you should attend that Labor Day party. 

Sincerely,
Really stressed parents"
1302758287729987585,2020-09-06 23:59:14+00:00,"My granddaughters school closed 3 days ago. She has been exposed to someone with Covid and she is now very sick. Because she's not a healthcare worker or elderly, they won't give her a test. We can pay $400 to get a private test, but there are no spots left!! Wtf! #TrumpVirus"
1302758283766362112,2020-09-06 23:59:13+00:00,"Did you know the WORLD BANK in 2017 and 2018 has published on its website EXPORTS from the main countries of the world ""KITS FOR TEST COVID-19, HOW IS IT POSSIBLE?"
1302758283695063040,2020-09-06 23:59:13+00:00,Y’all this mfer said “Shawty must got COVID she sucked my dick an aint notice my butt was stankin 😔🥴” I’m literally in tears 🤣🤣🤣🤣
1302758272730976257,2020-09-06 23:59:10+00:00,Crossed the border twice in a week for work without being asked my purpose. Today told I should have a letter from my dentist to attend my appt! Make a decision people! Not even any COVID here!
1302758256297873410,2020-09-06 23:59:07+00:00,Why do I have to ask permission to go to my extremely COVID-safe boyfriends house? I’m 26 goddamn years old.
1302758236941103106,2020-09-06 23:59:02+00:00,.@realderekmusic I hope you are doing well. Have you been writing/recording music during COVID-19? I hope you never stop pursuing your passion(s) such as music and anything else you feel drawn to.
1302758230867705856,2020-09-06 23:59:00+00:00,yo fuck covid imagine how many sexy willy wonker costumes would have happened this year
1302758229353660417,2020-09-06 23:59:00+00:00,People in my work group chat openly admitting they don’t care about covid and inviting people out to bars. Bc the have a “dive bar fix”
1302758222206586880,2020-09-06 23:58:58+00:00,"legit just woke up from a vivid as hell dream where #Deadpool was threatening people who weren't wearing masks with katanas shouting 'I'll unalive you before COVID if you don't cover that mouth hole, dick' and honestly I think that's my cue to take a break from comics"
1302758214526595072,2020-09-06 23:58:57+00:00,I’m still so sad that one of the many Covid casualties was our favorite KBBQ place 😔
1302758205060247557,2020-09-06 23:58:54+00:00,I feel like everyone just said fuck covid lmao
1302758161758253056,2020-09-06 23:58:44+00:00,strange how we didn’t have COVID-19 until after Fyre Fest happened
1302758160248250369,2020-09-06 23:58:44+00:00,"This covid thing is still going on, right? Like...I should ignore the people I know who went to a wedding and a bachelorette weekend....right?"
1302758157920489477,2020-09-06 23:58:43+00:00,A high school in my county is closing due to COVID cases. Students have been back in school since Aug 21. Taking bets as to how long until my 5yo is back at home.
1302758132309987329,2020-09-06 23:58:37+00:00,New account new me I’m pro covid now
1302758129856380929,2020-09-06 23:58:36+00:00,Atlanta slowly becoming the next south beach! Errrbody there partying and ain’t no mask to be found! Covid having a party #covid #atlanta #illstayhome
1302758127683600384,2020-09-06 23:58:36+00:00,okay i don't wanna scare anyone but i have symptoms of covid sorry couldn't keep it to myself anymore🥺
1302758126932852738,2020-09-06 23:58:36+00:00,A personal friend of mine just got COVID for the second time
1302758039548764163,2020-09-06 23:58:15+00:00,Meandering is what the pathetic narcissistic asshole in the WH is doing in our country’s Covid response. 190k dead and several million out of their job.
1302758039368290305,2020-09-06 23:58:15+00:00,"We have to listen to the 'other side' on climate change in the interest of balance so enough of what business thinks about lockdown, let's hear from the ICU nurses, the people who've had Covid-19, the families who've lost loved ones...
Ready...set...go!
@abcnews"
1302758032917569536,2020-09-06 23:58:13+00:00,"UCLA, Stanford study finds for average 50-64 year old, chances of dying from COVID-19 are 1 in 19.1M"
1302758006199857153,2020-09-06 23:58:07+00:00,.@jmhiggins9 How is real estate market doing these days during covid-19? I hope you are doing well bro!
1302758001816858629,2020-09-06 23:58:06+00:00,It's far from over. It appears there is a resurgence of COVID-19 infection in Europe. And we are not over our own wave yet in Africa.
1302757991867920384,2020-09-06 23:58:03+00:00,There’s some kind of COVID spreading party or something happening at a house in my neighborhood. 20 vehicles parked in the front yard. It makes me so freaking angry that we’re gonna be spending the next year or more (forever maybe?) in isolation because of people like them.
1302757981121949697,2020-09-06 23:58:01+00:00,"my sister has covid and we just seen her a couple days ago how great :)) my mom has copd and i have asthma so bad i can’t breathe even from walking a short distance. I think i’ve had it before in January and it was hell, i hope i don’t have to go through that again"
1302757967692005378,2020-09-06 23:57:58+00:00,"Covid restrictions to keep post pandemic:

1) 2 people per elevator
2) no smoking indoors"
1302757962654584832,2020-09-06 23:57:57+00:00,really convenient how the government is coming out with a possible vaccine for COVID 3 days before the election
1302757953427124225,2020-09-06 23:57:54+00:00,"Individual stories

Stories from people about their experiences with quarantines, travel, lockdowns, being sick with Covid-19, experiencing long-Covid and living in the current society"
1302757951061528576,2020-09-06 23:57:54+00:00,Couldn’t find my own shoes but did locate my youngest nephew’s Adidas sliders for whiffle ball.  They fit.  Anything goes during right now. Maybe Adam Sandler’s style looks better everyday.  #Quarantine #Covid
1302757946602946560,2020-09-06 23:57:53+00:00,"Damn, people out here acting as if COVID has an expire date of December 31st?😂 Strap in Karen we don't know how much time we have left..."
1302757943012540417,2020-09-06 23:57:52+00:00,ppl in my city are really going to anti-covid rallys. MAN.
1302757942890909696,2020-09-06 23:57:52+00:00,"The police didn’t stop me last night. I wonder if when they stop people for covid checks, they have a place to type that this person is coming home from work bc last week at the exact same time in the exact same area I got pulled over."
1302757938432479233,2020-09-06 23:57:51+00:00,People asking why people haven’t died if nearly five thousand new cases in last two days simply have no idea how #COVID kills.
1302757935391690752,2020-09-06 23:57:50+00:00,"Me, after yelling on a picket line for two straight hours: ""my throat hurts. I think I have covid"""
1302757914009112578,2020-09-06 23:57:45+00:00,My biggest takeaway from Covid: squeeze the ones you love extra tight
1302757905993793537,2020-09-06 23:57:43+00:00,"Please post about Hydroxy anyone who took it or knows someone who used it.Can we bring this front and center to America
. 
Hydroxy can end the covid."
1302757881608048640,2020-09-06 23:57:37+00:00,Damn I thought COVID was gon be over by my birthday 😔
1302757873248763910,2020-09-06 23:57:35+00:00,due to personal and covid reasons ima be offline til at least tuesday. ✌🏼out hoes
1302757854441598976,2020-09-06 23:57:31+00:00,With Glasgow being scrutinised over rising COVID cases... why the fuck were bangers allowed to be protesting in Glasgow Green? #Nationalist
1302757839279071232,2020-09-06 23:57:27+00:00,i am now officially 8 hours away from home in my dorm and if covid closes schools again im stranded ahsfkjlasfjasf
1302757823898513409,2020-09-06 23:57:23+00:00,"I don’t understand why people are coming to Vegas when there’s no clubs open, it’s hot as fuck and there’s no DJs/artist. You’re coming to hangout at the strip while Covid is still around? Make it make sense please?"
1302757819146473473,2020-09-06 23:57:22+00:00,"I watched Contagion back in December, then Covid hit. Last week I watched The Rocketeer, now I hear a guy was spotted flying around LAX on a jetpack.  I think tonight I have to watch Jurassic Park cause if I do have magical powers, I’m going to use them to see a T-Rex."
1302757816856264704,2020-09-06 23:57:22+00:00,i’m so excited for the day i can quit my serving job. it’s ConSUmiNg my LIFE and it’s 115 degrees and we work outside bc no inside seating due to covid 🥵
1302757798766424065,2020-09-06 23:57:17+00:00,I can’t believe that my last summer of freedom was wasted because of covid. Sad
1302757793854824453,2020-09-06 23:57:16+00:00,"I was told in the pub at a table I got sat by with other people that don’t wear masks and they’re saying according to “various sources” that COVID-19 is fake. 
I ask what sources? Nothing

Facebook pish"
1302757789362565120,2020-09-06 23:57:15+00:00,The people on that #AloneShow are probably chillin with the self isolation aspect of Covid. Hope y'all are staying safe and healthy though. This show is nuts.
1302757781720780800,2020-09-06 23:57:13+00:00,They want us to start getting covid tested TWICE a week at work and we have to show people our test results when they ask for it at facilities?? Isn’t this an invasion of privacy
1302757778948345856,2020-09-06 23:57:13+00:00,Why I thought eating some spicy ass Indian food while having covid was a good idea
1302757777081806849,2020-09-06 23:57:12+00:00,When is COVID going to be over 😩
1302757774334595072,2020-09-06 23:57:12+00:00,just got notified not too long ago that a coworker of mine that i worked w/over a week ago tested pos for COVID-19. goin to get me and my whole fam tested tomorrow- pray for me y’all #Covid
1302757771801235456,2020-09-06 23:57:11+00:00,Even Covid knows the respectable height is 6ft.
1302757768085082112,2020-09-06 23:57:10+00:00,"i overheard a lady say this to her waiter in the rudest way “when you’re serving me, take off your mask, it makes me feel like you think i have a disease” like ma’am, if you think you can tell someone how to dress at work, during covid, you’re the disease and should stay home"
1302757688745627649,2020-09-06 23:56:51+00:00,"29 students here have just been given interim suspensions after they were asked to quarantine or isolate but attended frat parties over the weekend. One of them had knowingly tested positive for COVID-19 but went to a party anyway.

. . . I have no words."
1302757642645970944,2020-09-06 23:56:40+00:00,"HOLY SHIT! FINALLY having an AMAZING discussion about #covid with someone, who like me, has educated themselves on the science of the #pandemic. QUITE refreshing to discuss this from an intelligent point of view."
1302757629442351104,2020-09-06 23:56:37+00:00,I am so happy for football next week. Fingers crossed everyone stays covid free
1302757597255139329,2020-09-06 23:56:29+00:00,"Does Dan not realise that regardless of restrictions and exit plans and his wishes for a Covid free Victoria, there will come a day when an infected person enters the state and infects his minions."
1302757588292046849,2020-09-06 23:56:27+00:00,anyone tell batman his mask doesnt follow covid regulations yet i dont want to that guy scares me
1302757586039693319,2020-09-06 23:56:27+00:00,"My grandma is still in the hospital with complications following her stroke. COVID-19 makes it so that we can’t visit and be her support. Daily phone calls just don’t cut it 😢 Plus waiting on updates from the team, etc... really makes a tough situation even harder. 💔"
1302757551696687106,2020-09-06 23:56:19+00:00,simply cannot wait until we never have to hear about covid or trump ever again
1302757544146993152,2020-09-06 23:56:17+00:00,Some of the best current information available anywhere right now regarding #COVID-19 can be found by following @ASlavitt
1302757504837980160,2020-09-06 23:56:07+00:00,Someone send some sour gummy worms and some Cheezits to my quarantine home. I may have covid but I still got cravings.
1302757504410103811,2020-09-06 23:56:07+00:00,Tap in with somewhere i can get test for covid tomorrow.
1302757488903753730,2020-09-06 23:56:04+00:00,y’all really taking covid as a joke 🤡
1302757480896884738,2020-09-06 23:56:02+00:00,"Was in church Thanksgiving service just yesterday, and testimonies went like
'After the COVID 19 pandemic...'

I'm like: 

Wow! this must be 2022-ish or so😪😪"
