id,date,tweet
1304932753914372097,2020-09-12 23:59:47+00:00,"Joe Biden: I will fight covid-19, create jobs, and stand up to dictators.
Don trump: it will be The Purge if Biden wins."
1304932748457660417,2020-09-12 23:59:46+00:00,Just got a notification that BYU - Army game is postponed due to COVID “concerns” ...                probably just BYU regretting scheduling West Point in 2020 @ArmyBarstool @InOutArmy @DrunkOldGrad
1304932717562339328,2020-09-12 23:59:39+00:00,"god I am so glad I can hate watch Clemson again, even if this facade of a football season unsurprisingly turns out to be a fleeting one and this is the only weekend I can do it, yolo, my friends, and also RTR*

*not a journalistic endorsement of how UA is just not handling COVID"
1304932712055267329,2020-09-12 23:59:37+00:00,"If this many people have died from Covid as these States Claim..

How in the hell is there Zero Outrage over a loved ones Funeral?"
1304932694179028992,2020-09-12 23:59:33+00:00,Getting a COVID test tomorrow - would appreciate prayers.
1304932682414067712,2020-09-12 23:59:30+00:00,#Covid is tough. No longer making payments on a car to go down to just wife's car. Imma save up for a #Tesla once life is on track. #Model3
1304932653674627072,2020-09-12 23:59:23+00:00,"are ppl producing serotonin with the weather filled with smoke, dark at 6 pm and covid  in the air asking for a friend"
1304932623395979264,2020-09-12 23:59:16+00:00,You think Covid results are slow?  Have you ever tried publishing an academic article?
1304932608422412288,2020-09-12 23:59:12+00:00,My COVID hair is approaching Kid from Kid ‘n Play
1304932605767417858,2020-09-12 23:59:12+00:00,My boss doesn’t understand that if he keeps getting an attitude with me that I will leave him 😀 and never come back bc I’d rather be in the comfort of my covid-free home than fight about goat cheese truffles
1304932593851342849,2020-09-12 23:59:09+00:00,I’m pulling for Sooners and no COVID!
1304932591397670914,2020-09-12 23:59:08+00:00,"BYU and Army scheduled for next weekend has been postponed due to ""a small number of positive COVID-19 test results and the resulting tracing exposures within the BYU football program"" as per release."
1304932584829464578,2020-09-12 23:59:07+00:00,Does anyone else notice the different inflections present in various pronunciations of “covid”?
1304932570484953089,2020-09-12 23:59:03+00:00,COVID 19 messed up my hot girl summer man
1304932552986308608,2020-09-12 23:58:59+00:00,12/09/2020 19:58:59 Another American has died from COVID-19. #Every80Seconds
1304932547659472897,2020-09-12 23:58:58+00:00,My Roaring 2025 (post-Covid) party archetype options currently are “too old for this sh1t” or “Old Lady With Big Jewelry and Young Boyfriends.” We’ve got 5 years to innovate a new category; get to it.
1304932536779382784,2020-09-12 23:58:55+00:00,Dam I was only sick for 2 days...maybe I am more toxic than COVID 🥺
1304932523881840641,2020-09-12 23:58:52+00:00,"Time for the Gov to review the covid restrictions at sporting grounds. Yesterday I went to an Aussie rules match, huge crowd, and no one was abiding by restrictions, ppl standing drinking alcohol everywhere. Yet at soccer grounds volunteers are stretched to keep everyone in line"
1304932507909894144,2020-09-12 23:58:49+00:00,"Anyone that wanted to visit India but couldn't due to Covid..

Drive out to Surrey... It's almost dinner time... You will get the poor air quality mixed with Turka smell lol"
1304932503355101185,2020-09-12 23:58:47+00:00,Thread : pourquoi macron nous mens sur le covid. @EmmanuelMacron
1304932500851109889,2020-09-12 23:58:47+00:00,I need new friends but with this whole Covid shit I can't 😭😭
1304932495855685633,2020-09-12 23:58:46+00:00,"LAYCON don cast like 
Covid-19"
1304932479044743170,2020-09-12 23:58:42+00:00,Covid-19 vaccines trailes well be speed up wery near good news anounced.
1304932478377963521,2020-09-12 23:58:41+00:00,Highly-anticipated #ArmyFootball BYU game has been postponed due to small number of positive COVID-19 test results and resulting tracing exposures within BYU football program.
1304932478117912578,2020-09-12 23:58:41+00:00,"This is a clash to crush Stonebwoy not COVID 

Where stone dey go carry 40 songs from😂😂😂
#AsaaseSoudClash
#ShattaWaleIsDancehall 
@shattabaconfirm"
1304932477602062338,2020-09-12 23:58:41+00:00,have you noticed how people lately been recoverin from covid in 2 to 3 days 😷
1304932452830457858,2020-09-12 23:58:35+00:00,Covid-19 built a 'northern wall' between the US and Canada and it could stay up longer than anyone expected
1304932413596983297,2020-09-12 23:58:26+00:00,"what is really curious is why @BBCScotland decided to stop broadcasting the COVID updates, just as cases were rising and the controls were getting more complex.  @BBCJohnBeattie do you understand the decision?"
1304932410237353985,2020-09-12 23:58:25+00:00,he he he my flatmates have brought back loads of people to our flat and now I’m getting anxious because they’ve all clearly forgotten COVID exists
1304932368604639233,2020-09-12 23:58:15+00:00,Getting COVID might’ve given Austin Dillon talent 😅
1304932358215340034,2020-09-12 23:58:13+00:00,Ramona gotta go. The blatant disrespect and disregard she was showing when Leah and Dorinda were trying to tell her about herself re: COVID-19 was disgusting #RHONY
1304932353219887105,2020-09-12 23:58:12+00:00,"I dont understand why businesses close earlier now cause Covid, if anything they should be opened later so the amount of people can be staggered around multiple different hours."
1304932337579208706,2020-09-12 23:58:08+00:00,"“Homeless due to Covid” 

Our government is a fucking joke"
1304932324878950401,2020-09-12 23:58:05+00:00,"Let us transform the painful feelings into joyful memories! 
POST COVID NEW NORMAL LIFE! 
Good morning!"
1304932322182008832,2020-09-12 23:58:04+00:00,Hello it’s me again I will be spending the next 24 hours depressed posting because the first game at the SoFi stadium is happening and because of Covid I can’t work/be there 🥺
1304932319174766592,2020-09-12 23:58:04+00:00,HIV AND COVID POSITIVE
1304932289676275717,2020-09-12 23:57:56+00:00,"#V845U, #ArmyFootball: Next week’s BYU-Army game has been postponed due to positive COVID tests at BYU. Details to come."
1304932277168803840,2020-09-12 23:57:54+00:00,Covid for my ma is Covrid... sis what is that 😂
1304932243496865792,2020-09-12 23:57:45+00:00,"Thought I had covid, turns out it was only an STD, God is so fuckin good bro #FeelingBlessed"
1304932230540689408,2020-09-12 23:57:42+00:00,Is that pastor who was fasting in the mountains for the ending of covid still there?
1304932222571479040,2020-09-12 23:57:40+00:00,bro 2020 really got me like “is it the anxiety or the psychiatric medication or the wildfire smoke or the covid that has me feeling nauseous?”
1304932217219698688,2020-09-12 23:57:39+00:00,12/09/2020 19:57:39 Another American has died from COVID-19. #Every80Seconds
1304932210953187330,2020-09-12 23:57:38+00:00,"Smoke is worse today ... wife has COVID and can’t smell OR taste the 💣 af lunch I made her ... we’re locked up at home and I’m about to start my second telemedicine shift of the day ... 

This is the most 2020 day of the year ... so far 

(also reading Dune 😉) 

@ThePurpleAir"
1304932191114276865,2020-09-12 23:57:33+00:00,If you test positive for Covid all they tell you is treat it with over the counter meds. If it gets worse go to the hospital. Doesn’t sound like something that should shut down the country.
1304932190296223745,2020-09-12 23:57:33+00:00,I live one block from a Whole Foods that has been closed to the public since May due to Covid. They use it for deliveries so it’s basically just torture to have it there and not be able to go in.
1304932165386342402,2020-09-12 23:57:27+00:00,Covid Realization #15: Nobody with kids can use the bathroom properly.
1304932146159726592,2020-09-12 23:57:22+00:00,I need to bring my gpa up this year honestly :( both my high school gpa and my hope scholarship gpa! I am STRESSED! I just want to be the best I absolutely can be...my application has to be really good because I didn’t take the SAT due to Covid! This is overwhelming honestly...
1304932114354241536,2020-09-12 23:57:15+00:00,"First COVID takes away my travel and now the fires take way my remaining pleasure: Sitting on my patio drinking beer. In case you didn't notice, 2020 really sucks..."
1304932112143921152,2020-09-12 23:57:14+00:00,Covid mask that look likes Homer Simpson’s mouth
1304932094771040259,2020-09-12 23:57:10+00:00,"Is everyone is able to see the pattern with dems and msm? 1st russia, then covid starts-dems post xenophobia against Trump, then audio of downplaying covid-dems trash Trump, riots- dems trash Trump, fires- climate change and Trump. Each time dems and msm attack it, its the"
1304932081923956736,2020-09-12 23:57:07+00:00,COVID fuckin everything up
1304932069940834306,2020-09-12 23:57:04+00:00,COVID-19 gave Austin Dillon superpowers.
1304932045068660736,2020-09-12 23:56:58+00:00,Trump’s rally event in Nevada is on despite CoVid 19 warnings. My only wish that Sheldon and Miriam Adelson is in attendance along with Gary Mendell without masks.
1304932004367085571,2020-09-12 23:56:48+00:00,"Covid-1984, idiotic lockdowns, useless masks, anti-social distancing, inflated numbers, senior citizen deaths, hospital ships and tents unused, Fauci, Whitmer, Cuomo, Ginsberg, Pelosi out and about without masks, protests &amp; riots good for Covid/sports &amp; small business bad, etc."
1304931990718869505,2020-09-12 23:56:45+00:00,"Covid -19 -It took almost six months for India to record 1 million cases on July 17. Then, it took another three weeks to hit 2 million, 16 days to reach 3 million, and only 12 days to pass 4 million in early September."
1304931986146983936,2020-09-12 23:56:44+00:00,I have covid
