id,date,tweet
1332111886645559296,2020-11-26 23:59:57+00:00,"with covid preventing me from seeing my extended family, how will my cousin know that I am the superior one?"
1332111877497765921,2020-11-26 23:59:55+00:00,"Victoria eliminates the virus after 28 days COVID free and the entire state rejoices, except for the one guy that had the job to top up the 5G towers with coronavirus, who is instead very nervous for his next performance review"
1332111868090068999,2020-11-26 23:59:53+00:00,Thinking about how if my parents weren’t already divorced they DEFINITELY would have gotten a divorce during covid
1332111864441024514,2020-11-26 23:59:52+00:00,"I’m not asking for much, but to be working on a Covid floor taking care of Covid patients day in and day out, can we at least get like.... 25 cents hazard pay for something? That’s all I’m asking for."
1332111864063516673,2020-11-26 23:59:52+00:00,"Today was my 1st time to ever cook a turkey on my own (for my son and me), bc I’ve been sick &amp; thought I had COVID. I cooked a boneless turkey breast in the oven &amp; it was great! Told my mom, “I love carving turkeys with no neck, arms or legs.” lol #HappyThanksgiving2020 
🧡😉🍗"
1332111859147812864,2020-11-26 23:59:51+00:00,"So call me old fashioned but when wearing a school uniform what do you expect to see shoes or trainers?
Do uniform standards need to drop due to covid?"
1332111850834685953,2020-11-26 23:59:49+00:00,i got to squeeze my grandma for the first time since february today &amp; it brought tears to my eyes. f covid
1332111844417396738,2020-11-26 23:59:47+00:00,"Hospital capacity is not the same as hotel capacity, where keeping bars and restaurants open are good for business. Bars and restaurants are good for hospital business too but  maybe that's not the target we should be managing? I'd rather have empty covid wards myself. #onhealth"
1332111819389931529,2020-11-26 23:59:41+00:00,Really wishing I was with with my family but instead I’m in my room sick from Covid 🙄
1332111804512702466,2020-11-26 23:59:38+00:00,"BREAKING 🚨: Gavin Newsom officially cannot spread COVID-19. 

You can’t spread it while talking through your asshole."
1332111799269920771,2020-11-26 23:59:37+00:00,The holidays so different this year 🥴🥴 COVID changed everything 🥺
1332111768689258497,2020-11-26 23:59:29+00:00,"welp someone in my brother's class tested positive for COVID, so the whole house is under lockdown. I'm not scared for me, but I'm so scared for my grandparents. so PLEASE WEAR A MASK, BE SAFE AND TAKE COVID FUCKING SERIOUSLY"
1332111755280060416,2020-11-26 23:59:26+00:00,COVID is real guys. Wear a mask.
1332111739299696642,2020-11-26 23:59:22+00:00,The way Covid continues to shut down opportunities for me to see my dad. Man.
1332111721620791304,2020-11-26 23:59:18+00:00,"Black Friday shopping is coming up , please be safe , &amp; try to shop online instead. Covid is very real"
1332111720366608385,2020-11-26 23:59:18+00:00,Hey @theJagmeetSingh You know what Canadians would love to see?  All parties stepping up to help @JustinTrudeau  with the Covid fight instead of sitting there criticizing everything.  We are supposed to be in this together.  You and @erinotoole are sad examples of leadership.
1332111719976624130,2020-11-26 23:59:18+00:00,My birthday is in a week. Not excited at all. Damn this covid.
1332111718793629697,2020-11-26 23:59:17+00:00,"2/2
Black Friday comes to call
Free face masks in Rundle Mall
Our Head Health Honcho, Nicola Spurrier
sent them by her fastest courier
Covid 19 in the air
Profiteers don't seem to care
From the suburbs Seeders come 
dancing to The Bargain's Drum"
1332111715224461316,2020-11-26 23:59:17+00:00,"What if @BorisJohnson ends up causing a riot through extra stupid covid rules?

We’ll be in lockdown for a year before this shit goes away...
Next we’ll be taxed hugely...

Time for some accountability... why the fuck you paying billions to your friends?"
1332111684954165250,2020-11-26 23:59:09+00:00,"My brother has COVID. 
One of my Pastors passed away last night from COVID. 
This is real, folks. 
Please take care of yourselves AND OTHERS. ❣️"
1332111682651500545,2020-11-26 23:59:09+00:00,Making you think you that nigga when your not...I blame COVID 😂😂😂🥴
1332111677387661312,2020-11-26 23:59:07+00:00,Y'all don't find it odd that Covid coverage has been lax about gathering for Thanksgiving and Black Friday? Seems like a good excuse to drum up some exposure numbers for vaccine necessity to me 🤔😑
1332111675424731136,2020-11-26 23:59:07+00:00,Covid is Evil..
1332111649654796289,2020-11-26 23:59:01+00:00,"99% sure we have covid, so Thanksgiving consists of McDonald’s and watching the Great British Baking Show 😭"
1332111636606427137,2020-11-26 23:58:58+00:00,Just finishing my 3rd of COVID don’t listen to Trump you don’t get immune! It gets better every time baby!! #BejingBiden
1332111635117293568,2020-11-26 23:58:57+00:00,Not doing anything for thanksgiving bc covid so I’m getting wine drunk and vibin
1332111628758880257,2020-11-26 23:58:56+00:00,Should I make a happy thanksgiving post but instead be like happy thanksgiving from my family to yours we were exposed to covid 🤗
1332111625671864329,2020-11-26 23:58:55+00:00,"“We’re eight months into COVID. World War II lasted six years and a day. The Great Depression lasted 10 years. The 1918 flu lasted two years and two months.
Are we really that soft? That careless? That selfish?” Mark Morocco, LA Times"
1332111606465982465,2020-11-26 23:58:51+00:00,MD at urgent care for my Covid pre-op swab is also getting hand surgery next week and is so excited for her post-op recovery time off work bc the pandemic has been so relentless.
1332111584626429952,2020-11-26 23:58:45+00:00,"Happy Thanksgiving everyone! This year started off quite bad for me, then the whole covid thing happened so I didn't expect much this year. However I met so many great people through streaming and made some amazing friends and for that I'm really thankful for ❤️"
1332111581505679360,2020-11-26 23:58:45+00:00,"Man this is really my first Thanksgiving alone, I can't see my family this year because of Covid :/ well time to get ready for work lmao"
1332111556826570754,2020-11-26 23:58:39+00:00,"In Montgomery County where reside, there is a Level 4 State of Emergency for Covid-19. Level 4 is the worst level."
1332111554721030146,2020-11-26 23:58:38+00:00,this is so boring i hate u covid i want to be with my cousins not old people
1332111552573440000,2020-11-26 23:58:38+00:00,"Oh yeah. If churches dont have to follow the rules of covid, can concerts resume? Asking for a friend."
1332111551436828672,2020-11-26 23:58:37+00:00,Is it covid or have you just been eating at the chow hall again?
1332111547074801665,2020-11-26 23:58:36+00:00,"I can’t taste anything because of COVID so this thanksgiving is super bizarre, but I’m grateful for the family and community support that carried us through this frankly awful experience. This virus is no joke y’all need to stop playing."
1332111546751791110,2020-11-26 23:58:36+00:00,"so I went to work today on a construction site... just a temp deal and wow. I had to sign in, do a questionnaire on covid online.  where it was sent I dunno.  they had signs everywhere and hand sanitizer. no way I was touching the rectal thermometer though... j/ on that las one"
1332111537025138688,2020-11-26 23:58:34+00:00,"My anxiety fueled research let me know that the risk of dying from Covid-19 is almost three times higher for people with type 1 diabetes 

SO THATS SICK"
1332111534521200641,2020-11-26 23:58:33+00:00,Having had covid and a health care worker listening to our so call senator's what a joke Timmy Dooley what's people too  be social and out and about what we need is contract tracing updated and stop people not adhering to the what they should be doing
1332111523829993478,2020-11-26 23:58:31+00:00,"Catch covid, not feelings"
1332111519606255617,2020-11-26 23:58:30+00:00,"Replace the word ‘Christmas’ with ‘Covid’ in a song lyric, movie title, or quote. I’ll go first:

“Covid With The Kranks” 🎄"
1332111518893281283,2020-11-26 23:58:30+00:00,I have recovered from COVID just in time for the heartbreak of “the holidays”
1332111512358547457,2020-11-26 23:58:28+00:00,"Looking forward to when covid vaccines will have been developed &amp; administered en masse worldwide, and the USA alone will still be struggling and Americans unable to travel abroad because ¼ of the population refuses vaccination for paranoid reasons and/or as a political statement"
1332111504926191616,2020-11-26 23:58:26+00:00,"if you had a big thanksgiving dinner, don’t come around me for two weeks. I can’t afford COVID rn"
1332111497296814087,2020-11-26 23:58:25+00:00,Survived the covid 19 Thanksgiving walk. Nothing to report.
1332111490439147521,2020-11-26 23:58:23+00:00,My cousin in prison has covid and they are added more ppl to his pod and he called my cousin crying and scared for his life 🥺😣
1332111484772626437,2020-11-26 23:58:22+00:00,So great seeing hashtags like #IStandWithAdam trending as I get redeployed to cover the COVID ward since the patient burden in hospital keeps rising
1332111463578791938,2020-11-26 23:58:17+00:00,It's a real bummer to check in on the dallas cowboys game to see like 20k people there while COVID is raging in the US. That is happening in a state where inmates are being paid to move the dead bodies of COVID victims...
1332111456557416449,2020-11-26 23:58:15+00:00,if you worked in retail on black friday you can survive covid
1332111455462690817,2020-11-26 23:58:15+00:00,"Your experts and data are skewed. Opinion is Politics. Politics don't work. Politicians don't do there job. Voting by mail is B.S. Covid, a real sickness, was fabricated between the China and DNC to win this election through fear complex. #EpicTimes"
1332111453172674563,2020-11-26 23:58:14+00:00,"Plastic Hearts ended covid's career.
#PLASTICHEARTS"
