date,neg,neu,pos,compound
2020-03-02,-0.0925354645354645,0.8292767232767233,0.0781858141858141,-0.0572780219780219
2020-03-03,-0.09500999000999,0.8174525474525475,0.0875484515484515,-0.0282718281718281
2020-03-04,-0.0958861138861138,0.821064935064935,0.083045954045954,-0.0378860139860139
2020-03-05,-0.0924345654345654,0.8221548451548452,0.0853996003996004,-0.0210576423576423
2020-03-06,-0.0863356643356643,0.8337782217782218,0.0798771228771228,-0.0253364635364635
2020-03-07,-0.0913426573426573,0.8248441558441559,0.0838131868131868,-0.0276458541458541
2020-03-08,-0.0933426573426573,0.827007992007992,0.0796423576423576,-0.0545752247752247
2020-03-09,-0.0986503496503496,0.8154835164835165,0.0858681318681318,-0.0387999000999001
2020-03-10,-0.0933266733266733,0.815020979020979,0.0916593406593406,-0.0091843156843156
2020-03-11,-0.0906093906093906,0.8208841158841159,0.0885014985014985,-0.0035866133866133
2020-03-12,-0.0955264735264735,0.8180049950049949,0.0864515484515484,-0.0168231768231768
2020-03-13,-0.1002567432567432,0.8152567432567432,0.0844915084915084,-0.022577922077922
2020-03-14,-0.0943266733266733,0.8137922077922077,0.0918721278721278,0.0035938061938061
2020-03-15,-0.102017982017982,0.806951048951049,0.09104995004995,-0.016854945054945
2020-03-16,-0.0901368631368631,0.8144385614385615,0.0954105894105894,0.0181644355644355
2020-03-17,-0.0957492507492507,0.8043106893106893,0.0999470529470529,0.038061938061938
2020-03-18,-0.0886853146853146,0.8115984015984016,0.0997192807192807,0.0488373626373626
2020-03-19,-0.0948631368631368,0.8067972027972028,0.0983476523476523,0.0204667332667332
2020-03-20,-0.0771078921078921,0.817008991008991,0.1058701298701298,0.0948098901098901
2020-03-21,-0.0885274725274725,0.8097272727272727,0.1017402597402597,0.0525385614385614
2020-03-22,-0.0923876123876123,0.8113806193806193,0.0962197802197802,0.0191443556443556
2020-03-23,-0.0963716283716283,0.8161278721278721,0.0875004995004995,-0.0226330669330669
2020-03-24,-0.0997412587412587,0.80896003996004,0.0912997002997002,-0.0072657342657342
2020-03-25,-0.0954825174825174,0.8099590409590409,0.0945434565434565,0.0117781218781218
2020-03-26,-0.0963866133866133,0.8053246753246753,0.0982967032967033,0.0240645354645354
2020-03-27,-0.0946253746253746,0.8015864135864135,0.1037802197802197,0.0318560439560439
2020-03-28,-0.090036963036963,0.8086553446553446,0.1013096903096903,0.0455615384615384
2020-03-29,-0.0979620379620379,0.7990739260739261,0.1029770229770229,0.0099088911088911
2020-03-30,-0.1033156843156843,0.8045144855144855,0.0921538461538461,-0.0272901098901098
2020-03-31,-0.0972277722277722,0.8058591408591408,0.0969320679320679,-0.0044282717282717
2020-04-01,-0.1133076923076923,0.7833816183816183,0.1033096903096903,-0.0264171828171828
2020-04-02,-0.1103796203796203,0.7979840159840159,0.0916543456543456,-0.0508710289710289
2020-04-03,-0.1046333666333666,0.8044545454545454,0.0909180819180819,-0.0284045954045954
2020-04-04,-0.1044375624375624,0.8025064935064935,0.093060939060939,-0.0231716283716283
2020-04-05,-0.0981298701298701,0.7941958041958042,0.1076703296703296,0.0340373626373626
2020-04-06,-0.1035724275724275,0.7972507492507492,0.0991688311688311,-0.0103273726273726
2020-04-07,-0.0972947052947053,0.8032897102897103,0.0994065934065934,4.415584415584417e-05
2020-04-08,-0.101067932067932,0.7988471528471528,0.100082917082917,0.0093311688311688
2020-04-09,-0.1014885114885115,0.7984195804195804,0.100082917082917,0.0094238761238761
2020-04-10,-0.1062427572427572,0.7980819180819182,0.0956953046953047,-0.0213888111888111
2020-04-11,-0.103013986013986,0.7994395604395604,0.0975434565434565,-0.018784915084915
2020-04-12,-0.1031518481518481,0.7943586413586414,0.1024945054945055,-0.0120232767232767
2020-04-13,-0.1086323676323676,0.7966483516483516,0.0946943056943057,-0.0358431568431568
2020-04-14,-0.1074375624375624,0.8017042957042957,0.0908481518481518,-0.0405613386613386
2020-04-15,-0.102054945054945,0.8108651348651349,0.0870789210789211,-0.0391101898101898
2020-04-16,-0.1007352647352647,0.8002707292707292,0.098996003996004,0.0039981018981018
2020-04-17,-0.0976873126873126,0.8090749250749251,0.0932277722277722,0.0083456543456543
2020-04-18,-0.1062797202797202,0.8027542457542458,0.0909430569430569,-0.0369002997002997
2020-04-19,-0.1044795204795204,0.8006273726273726,0.0949020979020979,-0.0304870129870129
2020-04-20,-0.1034535464535464,0.8093726273726274,0.0871738261738261,-0.0549997002997003
2020-04-21,-0.1045184815184815,0.8045534465534466,0.0909180819180819,-0.0334061938061938
2020-04-22,-0.099013986013986,0.803,0.0979670329670329,0.0051514485514485
2020-04-23,-0.0967652347652347,0.8109210789210789,0.0923176823176823,-0.007721978021978
2020-04-24,-0.0987292707292707,0.8055944055944056,0.0956773226773226,-0.0010750249750249
2020-04-25,-0.1009030969030969,0.7893706293706293,0.1097312687312687,0.0264902097902097
2020-04-26,-0.0885064935064935,0.8154465534465535,0.096057942057942,0.0174220779220779
2020-04-27,-0.0872607392607392,0.8094965034965035,0.1032397602397602,0.0448128871128871
2020-04-28,-0.0895054945054945,0.8101598401598402,0.1003486513486513,0.0392113886113886
2020-04-29,-0.1032267732267732,0.8081448551448551,0.0886233766233766,-0.0445468531468531
2020-04-30,-0.1015854145854145,0.7948491508491509,0.1035664335664335,0.0237520479520479
2020-05-01,-0.0901078921078921,0.8098601398601399,0.100028971028971,0.0139675324675324
2020-05-02,-0.0968931068931069,0.805922077922078,0.0971538461538461,0.0044734265734265
2020-05-03,-0.1089540459540459,0.7985764235764236,0.0924825174825174,-0.05858991008991
2020-05-04,-0.1015634365634365,0.7968721278721278,0.1015584415584415,0.001622977022977
2020-05-05,-0.1007962037962037,0.8039030969030968,0.0952937062937063,-0.0158057942057942
2020-05-06,-0.1053656343656343,0.8030589410589412,0.0915824175824175,-0.0427295704295704
2020-05-07,-0.1008791208791208,0.7999370629370629,0.0991948051948052,-0.0186386613386613
2020-05-08,-0.1001898101898102,0.8013636363636363,0.0984455544455544,0.0050916083916083
2020-05-09,-0.1001218781218781,0.8014925074925074,0.0983956043956044,-0.0053930069930069
2020-05-10,-0.1032757242757242,0.7977662337662338,0.0989510489510489,-0.0154612387612387
2020-05-11,-0.099023976023976,0.8032027972027973,0.0977592407592407,-0.0019205794205794
2020-05-12,-0.0968871128871129,0.8069160839160838,0.0962077922077922,5.414585414585484e-05
2020-05-13,-0.0947522477522477,0.8064155844155844,0.0988521478521478,0.0326308691308691
2020-05-14,-0.1051878121878121,0.7997432567432566,0.095075924075924,-0.006816983016983
2020-05-15,-0.1014735264735264,0.8033156843156842,0.0952097902097902,-0.0176083916083916
2020-05-16,-0.0958461538461538,0.8050479520479521,0.099076923076923,0.0300702297702297
2020-05-17,-0.0897472527472527,0.8164815184815185,0.0937702297702297,0.0162816183816183
2020-05-18,-0.1004935064935065,0.8003956043956044,0.099085914085914,0.0029633366633366
2020-05-19,-0.1012617382617382,0.8084225774225774,0.0903166833166833,-0.0417153846153846
2020-05-20,-0.1035834165834165,0.801064935064935,0.0953356643356643,0.0043027972027972
2020-05-21,-0.1032067932067932,0.8038531468531469,0.0929470529470529,-0.0197710289710289
2020-05-22,-0.0977622377622377,0.8085654345654346,0.0936743256743256,-0.0098585414585414
2020-05-23,-0.1021178821178821,0.7972827172827172,0.1005854145854145,0.0165525474525474
2020-05-24,-0.1003146853146853,0.7992387612387613,0.1004385614385614,0.0119717282717282
2020-05-25,-0.1053586413586413,0.7892557442557443,0.1053986013986014,-0.004143956043956
2020-05-26,-0.1039160839160839,0.8003966033966032,0.0956933066933066,-0.0218004995004995
2020-05-27,-0.1013836163836163,0.8068121878121878,0.0917912087912088,-0.0234923076923076
2020-05-28,-0.1104785214785214,0.7941758241758242,0.0953406593406593,-0.0430746253746253
2020-05-29,-0.1227942057942058,0.7842207792207794,0.0929950049950049,-0.0858647352647352
2020-05-30,-0.1263246753246753,0.7790579420579421,0.0946273726273726,-0.1083348651348651
2020-05-31,-0.1384085914085914,0.7681468531468532,0.0934155844155844,-0.1137092907092907
2020-06-01,-0.1325904095904095,0.7744205794205794,0.093002997002997,-0.1248121878121878
2020-06-02,-0.1499210789210789,0.7674065934065933,0.0826773226773226,-0.2222656343656344
2020-06-03,-0.1198961038961039,0.7951518481518481,0.0849400599400599,-0.0991230769230769
2020-06-04,-0.1195784215784215,0.7919300699300699,0.0884885114885114,-0.1096712287712287
2020-06-05,-0.1096663336663336,0.795966033966034,0.0943786213786213,-0.0488592407592407
2020-06-06,-0.1116193806193806,0.7973796203796203,0.091011988011988,-0.0583690309690309
2020-06-07,-0.1221658341658341,0.7921718281718281,0.0856703296703296,-0.109985914085914
2020-06-08,-0.1103286713286713,0.7988441558441559,0.0908091908091908,-0.055283916083916
2020-06-09,-0.1031948051948052,0.8046823176823178,0.0921008991008991,-0.0178207792207792
2020-06-10,-0.1137092907092907,0.798983016983017,0.0873036963036963,-0.0629063936063936
2020-06-11,-0.1047572427572427,0.8030319680319681,0.0921968031968031,-0.0361452547452547
2020-06-12,-0.0972767232767232,0.8114625374625374,0.0912537462537462,-0.0089398601398601
2020-06-13,-0.1084795204795204,0.7948821178821178,0.0966343656343656,-0.0366720279720279
2020-06-14,-0.1071968031968031,0.8005654345654345,0.0922277722277722,-0.0390425574425574
2020-06-15,-0.1083516483516483,0.8006733266733267,0.0909720279720279,-0.0297591408591408
2020-06-16,-0.1077482517482517,0.7945534465534465,0.0976823176823176,-0.0217512487512487
2020-06-17,-0.1042147852147852,0.8040859140859141,0.0916973026973027,-0.0311056943056943
2020-06-18,-0.1019440559440559,0.8086823176823178,0.0893746253746253,-0.0297373626373626
2020-06-19,-0.0983956043956044,0.8113786213786213,0.0902247752247752,-0.0208932067932067
2020-06-20,-0.1004815184815184,0.8009300699300699,0.0985684315684315,0.0113596403596403
2020-06-21,-0.1093276723276723,0.7916853146853147,0.098992007992008,-0.0115536463536463
2020-06-22,-0.1049770229770229,0.7995384615384615,0.0954885114885114,-0.0269927072927072
2020-06-23,-0.1084455544455544,0.7991598401598401,0.0923776223776223,-0.049541958041958
2020-06-24,-0.1032737262737262,0.7975014985014984,0.0992207792207792,-0.0115320679320679
2020-06-25,-0.1050909090909091,0.7996373626373626,0.0952627372627372,-0.0311621378621378
2020-06-26,-0.1105154845154845,0.7946073926073927,0.0948801198801198,-0.0465531468531468
2020-06-27,-0.1071098901098901,0.7939320679320678,0.0989510489510489,-0.0140740259740259
2020-06-28,-0.1087732267732267,0.7933346653346652,0.0978841158841158,-0.0285815184815184
2020-06-29,-0.1078901098901098,0.7976923076923077,0.0944085914085914,-0.0436664335664335
